"__typename","child_comment_count","comment_like_count","created_at","giphy_media_info","has_liked_comment","has_translation","is_covered","parent_comment_id","pk","restricted_status","text","user/fbid_v2","user/id","user/is_unpublished","user/is_verified","user/pk","user/profile_pic_url","user/username"
"XDTCommentDict","0","0","1702204126",,"false",,"false",,"17905338995876039",,"I like the band in his right hand 🚩🚩","17841400676882431","1435606562",,"false","1435606562","https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/140377272_168359885044528_7948541752827125815_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=ptV2TJHGKOsQ7kNvgFEg1NU&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBYDiqQOlO92GI4Bvg0B_yOQ7ojAxLgDG6uLh482zLVFg&oe=66B9538E&_nc_sid=10d13b","shaggy0010"
"XDTCommentDict","0","0","1699027264",,"false",,"false",,"18058793485479642",,"Consultancy 😂","17841404182628957","4311659420",,"false","4311659420","https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/69565451_2295202467461447_2319779100052422656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=49tF5HFjJfEQ7kNvgE8HtDK&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBuLxF280CN29tQoGIebRkqRNMK7Y8Fb2dJ7I53OPIbIw&oe=66B9709A&_nc_sid=10d13b","teja6354"
"XDTCommentDict","0","0","1698316365",,"false",,"false",,"18067693969439323",,"These universities already don't even need GRE and other exams. Even certain IVY league colleges don't need GRE.","17841414195542723","14341785184",,"false","14341785184","https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/128772269_831985137558064_4242484252074888289_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_ohc=NR0YIiQJ1z8Q7kNvgH5uFZP&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDLdRotPt4IKziNyhTltbZG8ZRDiGcgmuhTy_XATaQlLg&oe=66B983DE&_nc_sid=10d13b","ashjostan7"
"XDTCommentDict","0","0","1697616307",,"false",,"false",,"17931289661769034",,"His words are contributing to the phenomenon of brain drain, nothing more. Stop sponsoring these kind of things to avoid India getting broke.","17841403285467262","3258101515",,"false","3258101515","https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/452518793_480362477944235_5638906499563127013_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=skh0Q8OIaecQ7kNvgEUQzOC&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYC-WUS8go9FJv5ZCEs8bH1UKEW6Iad3iRLuHG66hJ6ptQ&oe=66B95D4F&_nc_sid=10d13b","abhi_tengli_01"
"XDTCommentDict","0","0","1694594162",,"false",,"false",,"17890681385897164",,"Holy shit they monitized brain drain","17841447260282724","47221799342",,"false","47221799342","https://instagram.fnap4-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ad=z-m&_nc_ht=instagram.fnap4-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=hfhAXG3fMTMQ7kNvgEOkET-&edm=AD35FJ8BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AYC-akZ5_05GuWhIHlF6PFWbB5OCDyIbYvZOvB_oNY5lYA&oe=66B9700F&_nc_sid=f880d0","sandeepxkm"
"XDTCommentDict","0","0","1694425408",,"false",,"false",,"17947352414690185",,"@blackdragon6408","17841405745036961","5575695501",,"false","5575695501","https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/49441604_618306471959820_4761055648018333696_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_ohc=VnpJPwsFz_UQ7kNvgHhdT3a&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDSIXrHzdL33J_CYWoFs_mG-lcgargy19QZphyk9pSoFw&oe=66B985D9&_nc_sid=10d13b","kingston_crixus"
"XDTCommentDict","1","0","1693906143",,"false",,"false",,"18021193042662306",,"This account is doing much better job in Bangladesh than all the other cringe content creators asking random people cringe questions.","17841403499876236","3489892662",,"false","3489892662","https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/435273015_1455545002024628_4082929084105576230_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=j3xVQLFedEcQ7kNvgGp-NjI&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDTDINVEy1zpNloUS5zcwna7XoryC7EuQGTS7FsgCsu4A&oe=66B97289&_nc_sid=10d13b","gangster_govind_og"
"XDTCommentDict","0","0","1693894812",,"false",,"false",,"17918191868790062",,"Where do you get so many Founders for reel😓","17841407207298946","7271568243",,"false","7271568243","https://instagram.fnap4-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ad=z-m&_nc_ht=instagram.fnap4-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=hfhAXG3fMTMQ7kNvgEOkET-&edm=AD35FJ8BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AYC-akZ5_05GuWhIHlF6PFWbB5OCDyIbYvZOvB_oNY5lYA&oe=66B9700F&_nc_sid=f880d0","a_i_2345"
"XDTCommentDict","0","0","1693857679",,"false","true","false",,"17965225550624420",,"Jitna acha dikhta h aur sunai deta wo scheme se bach kr rhena😂","17841404292010889","4087119067",,"false","4087119067","https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/316878710_498677495551986_3986839850607000983_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=4wZQi6yYwQEQ7kNvgHQ750Z&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCxTvdbjJIE99SdIrRTMaon_ST4iIw2RrWpc_jkglUv4A&oe=66B9757A&_nc_sid=10d13b","amitchoudhary13"
"XDTCommentDict","0","0","1693857604",,"false","true","false",,"17971319174378023",,"Us me masters walo ko job ke lale h abhi.. and","17841404292010889","4087119067",,"false","4087119067","https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/316878710_498677495551986_3986839850607000983_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=106&_nc_ohc=4wZQi6yYwQEQ7kNvgHQ750Z&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCxTvdbjJIE99SdIrRTMaon_ST4iIw2RrWpc_jkglUv4A&oe=66B9757A&_nc_sid=10d13b","amitchoudhary13"
